first name,last name,nickname,link,height(ft),weight(lb),reach(inch),stance,wins,losses,draws,belt,SLpM,Str. Acc,SApM,Str. Def,TD Avg,TD Acc.,TD Def,Sub. Avg
Gilles,Arsene,,http://ufcstats.com/fighter-details/2dea80c069847321,"5' 9""",190 lbs.,--,Southpaw,1,1,0,0,0.06,10%,2.45,32%,0.00,0%,0%,0.0
Veta,Arteaga,,http://ufcstats.com/fighter-details/91e3388e69060e69,"5' 7""",125 lbs.,--,,3,1,0,0,3.20,36%,1.92,65%,0.00,0%,40%,0.0
Cesar,Arzamendia,Goku,http://ufcstats.com/fighter-details/49f78022126bf4a4,"5' 11""",155 lbs.,--,Orthodox,8,3,0,0,5.37,45%,5.20,56%,7.32,75%,0%,2.4
Teddy,Ash,Bear,http://ufcstats.com/fighter-details/a373085066dbfb54,"6' 1""",185 lbs.,"73.0""",Switch,14,5,0,0,7.27,61%,6.80,28%,0.00,0%,100%,0.0
Arman,Ashimov,Mustafa Ozturik,http://ufcstats.com/fighter-details/d26a0988c9dc9886,"5' 6""",125 lbs.,--,,11,3,1,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Askar,Askarov,Bullet,http://ufcstats.com/fighter-details/b1d19449397541dc,"5' 6""",125 lbs.,"67.0""",Orthodox,12,0,1,0,3.20,52%,2.51,55%,2.00,18%,64%,0.0
Cyril,Asker,Silverback,http://ufcstats.com/fighter-details/9be6020024133293,"6' 0""",247 lbs.,"74.0""",Orthodox,9,4,0,0,3.35,39%,5.82,35%,4.41,62%,100%,0.9
Scott,Askham,,http://ufcstats.com/fighter-details/06827d70c53ff0d9,"6' 3""",185 lbs.,"75.0""",Southpaw,14,4,0,0,3.03,46%,3.52,52%,0.44,18%,65%,0.7
Ben,Askren,Funky,http://ufcstats.com/fighter-details/0b31f87be71ebbb1,"5' 11""",170 lbs.,"73.0""",Orthodox,19,2,0,0,3.64,49%,5.66,36%,4.33,55%,0%,0.9
Ibo,Aslan,The Last Ottoman,http://ufcstats.com/fighter-details/6e8f1bcdda94ff45,"6' 3""",205 lbs.,--,,8,0,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Tom,Aspinall,,http://ufcstats.com/fighter-details/399afbabc02376b5,"6' 5""",256 lbs.,"78.0""",Orthodox,9,2,0,0,11.14,74%,2.57,71%,6.43,100%,0%,0.0
Bruno,Assis,Brunao,http://ufcstats.com/fighter-details/ff222167cce02919,"6' 2""",185 lbs.,--,Orthodox,8,4,0,0,1.27,43%,3.20,36%,2.00,50%,66%,1.0
Junior,Assuncao,,http://ufcstats.com/fighter-details/d0d7160824278840,"5' 9""",145 lbs.,"72.0""",Orthodox,16,6,0,0,3.31,62%,2.06,44%,2.43,24%,66%,0.7
Raphael,Assuncao,,http://ufcstats.com/fighter-details/2f13e4020cea5b38,"5' 5""",135 lbs.,"66.0""",Orthodox,27,8,0,0,3.26,40%,2.33,68%,1.48,38%,80%,0.3
Bazigit,Atajev,Volk,http://ufcstats.com/fighter-details/fd7acf42bd6e7e95,"6' 1""",230 lbs.,--,Orthodox,17,1,0,0,0.87,41%,3.14,49%,1.00,33%,0%,0.0
Rich,Attonito,The Raging Bull,http://ufcstats.com/fighter-details/210935fd21670f6d,"5' 10""",170 lbs.,"72.0""",Orthodox,10,5,0,0,2.28,47%,2.13,59%,0.74,37%,75%,0.0
Olivier,Aubin-Mercier,The Canadian Gangster,http://ufcstats.com/fighter-details/55ee431411ccf07a,"5' 9""",155 lbs.,"70.0""",Southpaw,11,5,0,0,2.48,51%,2.97,55%,2.36,33%,70%,0.5
Pat,Audinwood,Awesomely Awesome,http://ufcstats.com/fighter-details/196ed28337adc630,"6' 0""",155 lbs.,--,Orthodox,11,2,1,0,1.17,12%,4.31,41%,0.80,50%,0%,0.0
Jose,Augusto,Gugu,http://ufcstats.com/fighter-details/4d3b08ab127c7585,"6' 3""",251 lbs.,--,,6,2,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Marcus,Aurelio,Maximus,http://ufcstats.com/fighter-details/04643fd03d9159cc,"5' 10""",155 lbs.,"74.0""",Orthodox,22,10,0,0,1.42,33%,2.27,59%,1.69,27%,27%,1.3
David,Avellan,,http://ufcstats.com/fighter-details/956dcac65e7b34d6,"5' 9""",185 lbs.,--,Orthodox,2,1,0,0,3.33,25%,10.00,57%,0.00,0%,0%,0.0
Blas,Avena,The Disciple,http://ufcstats.com/fighter-details/8753e125f4499816,"6' 0""",170 lbs.,"74.0""",Orthodox,8,7,0,0,2.34,47%,3.36,43%,2.37,80%,50%,1.8
Levi,Avera,,http://ufcstats.com/fighter-details/ba5c6eeb8ef45f5c,"6' 1""",170 lbs.,--,,18,15,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Anthony,Avila,,http://ufcstats.com/fighter-details/033d19259f589457,"5' 7""",145 lbs.,--,,13,5,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Chris,Avila,,http://ufcstats.com/fighter-details/4665cbf36b08193b,"5' 10""",145 lbs.,--,Orthodox,5,4,0,0,2.37,30%,4.17,48%,0.00,0%,46%,0.0
Julia,Avila,Raging Panda,http://ufcstats.com/fighter-details/86d9dbe1bfcbade7,"5' 7""",135 lbs.,"68.0""",Orthodox,8,2,0,0,3.10,41%,2.90,54%,0.49,50%,60%,0.0
Saad,Awad,Assassin,http://ufcstats.com/fighter-details/da603332ad41f165,"5' 11""",155 lbs.,--,,20,9,0,0,2.13,26%,1.87,60%,0.50,16%,100%,0.5
Javy,Ayala,Eye Candy,http://ufcstats.com/fighter-details/26387c19f32dda0f,"6' 1""",265 lbs.,--,,10,5,0,0,0.83,25%,5.00,33%,0.00,0%,0%,0.0
Jessin,Ayari,,http://ufcstats.com/fighter-details/6eaec40f724852f4,"6' 0""",155 lbs.,"73.0""",Orthodox,16,6,0,0,3.53,37%,3.59,58%,0.00,0%,50%,0.3
Abu,Azaitar,,http://ufcstats.com/fighter-details/46d0a888d87d91ac,"5' 9""",185 lbs.,"76.0""",Orthodox,14,1,1,0,3.20,37%,1.27,57%,1.00,100%,25%,0.0
Ottman,Azaitar,Bulldozer,http://ufcstats.com/fighter-details/ee18ff42063174df,"5' 8""",155 lbs.,"71.0""",Switch,13,0,0,0,8.43,57%,1.76,67%,0.00,0%,100%,0.0
Luiz,Azeredo,,http://ufcstats.com/fighter-details/063649e21bc9d6d5,"5' 9""",154 lbs.,--,Orthodox,15,10,0,0,2.16,39%,2.76,57%,1.07,50%,45%,0.3
Luciano,Azevedo,,http://ufcstats.com/fighter-details/9bcfb40dbcd50568,"6' 3""",161 lbs.,--,Orthodox,17,9,1,0,0.76,45%,1.97,27%,2.28,11%,0%,0.0
Hunter,Azure,,http://ufcstats.com/fighter-details/2af2f2e26c4c0402,"5' 8""",145 lbs.,"69.0""",Orthodox,9,1,0,0,4.17,52%,1.99,62%,2.52,45%,76%,1.4
Niklas,Backstrom,,http://ufcstats.com/fighter-details/39cc64bf0a269db9,"6' 1""",145 lbs.,--,Orthodox,11,3,0,0,1.12,41%,3.65,40%,2.92,80%,72%,2.2
Seth,Baczynski,The Polish Pistola,http://ufcstats.com/fighter-details/fd5b6598a3b70c0a,"6' 3""",170 lbs.,"75.0""",Orthodox,20,14,0,0,3.08,31%,3.14,51%,0.89,16%,48%,0.8
Ryan,Bader,Darth,http://ufcstats.com/fighter-details/c0ab242c40decc55,"6' 2""",205 lbs.,"74.0""",Orthodox,23,5,0,0,2.82,43%,1.39,71%,3.37,44%,80%,0.4
Izabela,Badurek,,http://ufcstats.com/fighter-details/4fcf6e0c4e0e6664,"5' 5""",115 lbs.,--,Orthodox,6,3,0,0,3.74,71%,4.90,32%,1.75,12%,100%,0.0
Miguel,Baeza,Caramel Thunder,http://ufcstats.com/fighter-details/82d4c957649faf9b,"6' 2""",170 lbs.,"74.0""",Orthodox,10,0,0,0,4.64,55%,3.89,50%,0.80,40%,100%,1.2
Ali,Bagautinov,Puncher,http://ufcstats.com/fighter-details/3dd92ff9fb0412b3,"5' 4""",125 lbs.,"65.0""",Orthodox,15,6,0,0,2.85,42%,3.09,52%,2.51,36%,65%,0.3
Mehdi,Baghdad,The Sultan,http://ufcstats.com/fighter-details/e4d2564ea0e34e2b,"6' 1""",155 lbs.,--,Orthodox,11,5,0,0,3.13,30%,4.56,46%,0.00,0%,33%,0.0
Melsik,Baghdasaryan,The Gun,http://ufcstats.com/fighter-details/a52bc1e62cf0b7c6,"5' 9""",145 lbs.,"70.0""",Southpaw,5,1,0,0,6.80,64%,3.80,53%,0.00,0%,75%,0.0
Siyar,Bahadurzada,The Great,http://ufcstats.com/fighter-details/aec185309b4843d0,"5' 11""",170 lbs.,"73.0""",Orthodox,24,8,1,0,2.91,40%,3.23,49%,1.32,61%,62%,0.3
Ignacio,Bahamondes,La Jaula,http://ufcstats.com/fighter-details/e4a47b07044ddd72,"6' 3""",170 lbs.,"75.0""",Orthodox,11,3,0,0,8.78,54%,2.66,67%,0.00,0%,100%,0.0
Shamar,Bailey,,http://ufcstats.com/fighter-details/e2b8186b618b00c4,"5' 9""",155 lbs.,"75.0""",Southpaw,16,11,0,0,1.56,20%,3.91,69%,1.50,33%,37%,0.0
Jordan,Bailey,,http://ufcstats.com/fighter-details/34dbcd4dbaf21a36,"5' 9""",145 lbs.,--,,6,3,0,0,1.74,40%,0.29,0%,4.35,100%,0%,4.3
Scott,Baker,,http://ufcstats.com/fighter-details/7d5b12de1625984e,"6' 0""",210 lbs.,--,,1,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Bryan,Baker,The Beast,http://ufcstats.com/fighter-details/898337ef520fe4d3,"6' 3""",185 lbs.,--,Orthodox,18,5,0,0,1.78,52%,2.83,45%,0.44,50%,37%,0.9
Oluwale,Bamgbose,Holy War Angel,http://ufcstats.com/fighter-details/04b39f4e8eb59d7c,"5' 11""",185 lbs.,"78.0""",Switch,6,4,0,0,2.45,48%,2.70,55%,0.94,33%,37%,0.0
Stephen,Banaszak,,http://ufcstats.com/fighter-details/4c4b44e3cf5815b3,"6' 0""",145 lbs.,--,,5,5,0,0,4.20,47%,1.15,66%,0.00,0%,100%,1.9
Marcin,Bandel,Bomba,http://ufcstats.com/fighter-details/5c2ce761399dc9c5,"5' 10""",155 lbs.,--,Orthodox,15,7,0,0,0.79,50%,5.26,23%,0.00,0%,0%,0.0
Humberto,Bandenay,,http://ufcstats.com/fighter-details/2c2caf2f2bab9df5,"5' 11""",145 lbs.,"71.0""",Southpaw,14,7,0,0,2.22,41%,4.79,41%,2.90,46%,62%,0.5
Tae Hyun,Bang,Supernatural,http://ufcstats.com/fighter-details/9a2d3567abc02e34,"5' 9""",155 lbs.,"71.0""",Switch,18,10,0,0,2.72,38%,2.07,66%,0.49,33%,57%,0.5
Yohan,Banks,,http://ufcstats.com/fighter-details/c50ea21fe9ef478d,--,--,--,,2,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Antonio,Banuelos,,http://ufcstats.com/fighter-details/9ddfb3369a3b0394,"5' 5""",135 lbs.,"63.0""",Orthodox,20,11,1,0,2.69,33%,3.15,58%,1.62,62%,86%,0.4
Renan,Barao,The Baron,http://ufcstats.com/fighter-details/2c99576fefe53c7c,"5' 6""",145 lbs.,"70.0""",Orthodox,34,9,0,0,3.78,36%,3.90,57%,1.49,41%,91%,0.5
Junior,Barata,,http://ufcstats.com/fighter-details/06dced58ca24a6bd,"5' 10""",170 lbs.,--,Orthodox,9,3,1,0,4.03,33%,8.46,34%,0.00,0%,0%,0.0
Maycee,Barber,The Future,http://ufcstats.com/fighter-details/6a740daf1b279661,"5' 5""",125 lbs.,"65.0""",Switch,8,1,0,0,6.02,60%,3.15,49%,0.95,30%,80%,0.3
Bryan,Barberena,Bam Bam,http://ufcstats.com/fighter-details/a331233f597090a5,"6' 0""",170 lbs.,"72.0""",Southpaw,15,7,0,0,5.48,48%,4.70,45%,0.23,28%,60%,0.5
Edson,Barboza,Junior,http://ufcstats.com/fighter-details/64a50dad704d1d49,"5' 11""",145 lbs.,"75.0""",Orthodox,21,9,0,0,3.98,43%,4.03,60%,0.44,44%,78%,0.1
Raoni,Barcelos,,http://ufcstats.com/fighter-details/b9f28e7045fdfce7,"5' 7""",135 lbs.,"67.0""",Orthodox,16,1,0,0,5.59,52%,4.17,67%,2.23,56%,85%,0.7
Luke,Barnatt,The Bigslow,http://ufcstats.com/fighter-details/172c2135e70f87b7,"6' 6""",185 lbs.,"77.0""",Orthodox,13,4,0,0,4.43,36%,3.87,59%,0.63,42%,63%,0.4
James,Barnes,,http://ufcstats.com/fighter-details/c06a5c95f1169c0b,"5' 8""",145 lbs.,--,,7,2,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Nick,Barnes,,http://ufcstats.com/fighter-details/78a5eea49638685d,"5' 11""",170 lbs.,--,,11,2,0,0,2.86,29%,8.93,51%,5.36,100%,100%,5.4
Josh,Barnett,The Warmaster,http://ufcstats.com/fighter-details/ad3f53c454cbbead,"6' 3""",250 lbs.,"78.0""",Orthodox,35,8,0,0,3.20,50%,2.11,57%,1.26,55%,55%,1.4
Chris,Barnhizer,,http://ufcstats.com/fighter-details/91e69a1c3c87325b,--,--,--,,2,3,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
David,Baron,,http://ufcstats.com/fighter-details/80c0bed43da0e27b,"5' 6""",155 lbs.,--,Switch,17,4,1,0,1.17,30%,2.10,56%,0.00,0%,14%,0.7
Phil,Baroni,The New York Bad Ass,http://ufcstats.com/fighter-details/1652f3213655b935,"5' 9""",170 lbs.,"72.0""",Orthodox,15,18,0,0,2.77,45%,3.93,40%,1.46,47%,60%,0.5
Dan,Barrera,The Fireman,http://ufcstats.com/fighter-details/f12f979b657ab876,"5' 9""",170 lbs.,--,Orthodox,3,1,0,0,0.80,70%,1.20,28%,1.00,8%,0%,0.0
Carlos,Barreto,,http://ufcstats.com/fighter-details/a220be6d41d6f97d,"6' 4""",230 lbs.,--,Orthodox,14,9,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jose,Barreto,,http://ufcstats.com/fighter-details/c32eab6c2119e989,--,185 lbs.,--,Southpaw,0,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Peter,Barrett,Slippery,http://ufcstats.com/fighter-details/d21113c9ff3788ae,"5' 10""",145 lbs.,"73.0""",Southpaw,11,5,0,0,4.18,61%,4.32,42%,1.39,22%,66%,0.0
Marc-Andre,Barriault,Powerbar,http://ufcstats.com/fighter-details/8e9eb3fc86db0f7d,"6' 1""",185 lbs.,"74.0""",Orthodox,11,4,0,0,4.25,46%,4.12,57%,0.55,28%,69%,0.0
David,Barrios,,http://ufcstats.com/fighter-details/e6015889f50075d2,"5' 6""",145 lbs.,--,,4,8,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Alexandre,Barros,Baixinho,http://ufcstats.com/fighter-details/8fd1f27e86661ede,"5' 9""",170 lbs.,--,Southpaw,22,11,0,0,0.98,40%,4.05,36%,1.84,50%,100%,0.0
Ricardo,Barros,,http://ufcstats.com/fighter-details/d26394fc0e8e880a,"6' 1""",205 lbs.,--,,2,2,0,0,0.00,0%,8.22,31%,0.00,0%,100%,0.0
Francimar,Barroso,Bodao,http://ufcstats.com/fighter-details/b69f24c500d783e7,"6' 1""",205 lbs.,"75.0""",Orthodox,19,7,0,0,2.77,52%,3.07,59%,2.22,24%,83%,0.0
Pat,Barry,HD,http://ufcstats.com/fighter-details/658c3465581ae46b,"5' 11""",235 lbs.,"74.0""",Orthodox,8,7,0,0,2.72,52%,3.54,59%,0.00,0%,76%,0.2
Dean,Barry,The Sniper,http://ufcstats.com/fighter-details/a6f3d15cb84334bb,--,155 lbs.,--,,3,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Enrique,Barzola,El Fuerte,http://ufcstats.com/fighter-details/be0b310a12eb80b4,"5' 7""",145 lbs.,"70.0""",Orthodox,17,5,2,0,3.91,41%,2.97,68%,4.20,45%,66%,0.3
Stephen,Bass,Bigfish,http://ufcstats.com/fighter-details/1cecc8fe6748a532,"5' 9""",145 lbs.,--,Orthodox,11,2,0,0,4.87,52%,5.87,55%,0.00,0%,0%,0.0
Sean,Bassett,,http://ufcstats.com/fighter-details/2c733e059462c1dc,--,155 lbs.,--,,0,4,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Ryan,Bastianelli,Relentless,http://ufcstats.com/fighter-details/29508aff4d93cbbe,"5' 5""",135 lbs.,--,,6,7,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Shayna,Baszler,The Queen of Spades,http://ufcstats.com/fighter-details/8ef4a91ac694b7ce,"5' 7""",135 lbs.,--,Orthodox,15,11,0,0,2.49,30%,6.36,51%,0.67,18%,44%,1.3
Batgerel,Danaa,Storm,http://ufcstats.com/fighter-details/3b0a516d2921e0d6,"5' 7""",135 lbs.,"70.0""",Orthodox,7,2,0,0,5.66,38%,2.61,58%,0.00,0%,57%,0.0
Michel,Batista,,http://ufcstats.com/fighter-details/34218661c44ed55d,"6' 3""",260 lbs.,--,Orthodox,4,1,0,0,0.00,0%,4.03,40%,6.72,50%,0%,0.0
Alan,Baudot,The Black Samourai,http://ufcstats.com/fighter-details/c9a94278df042f46,"6' 3""",243 lbs.,"79.0""",Orthodox,8,2,0,0,1.89,25%,10.11,36%,0.00,0%,0%,0.0
Mario,Bautista,,http://ufcstats.com/fighter-details/bc711b6dd95c1af6,"5' 9""",135 lbs.,"69.0""",Switch,8,1,0,0,6.19,45%,4.96,58%,0.60,33%,57%,0.0
Chris,Beal,Real Deal,http://ufcstats.com/fighter-details/55f446032177b119,"5' 7""",125 lbs.,"69.0""",Orthodox,10,5,0,0,3.45,35%,3.18,61%,1.60,58%,78%,0.2
Rudy,Bears,,http://ufcstats.com/fighter-details/74f13066b1417ef3,"5' 11""",170 lbs.,--,Southpaw,16,15,0,0,1.27,29%,2.53,50%,0.00,0%,0%,0.0
Salvador,Becerra,,http://ufcstats.com/fighter-details/4fd76e7ba8313457,"5' 9""",155 lbs.,--,,5,2,0,0,4.57,31%,3.83,58%,0.00,0%,66%,0.0
Ariel,Beck,,http://ufcstats.com/fighter-details/b96939f2b8d88e82,"5' 6""",125 lbs.,"66.0""",Southpaw,4,5,0,0,4.44,34%,4.31,64%,0.00,0%,0%,0.0
Jeff,Bedard,Little Popeye,http://ufcstats.com/fighter-details/93bf96be327fcd98,"5' 6""",145 lbs.,--,Orthodox,13,3,0,0,0.80,51%,0.00,100%,3.43,66%,100%,2.6
Eric,Bedard,Lucky Strikes,http://ufcstats.com/fighter-details/ce05955c26c3c090,"6' 2""",239 lbs.,--,,6,7,0,0,6.37,35%,8.54,52%,0.00,0%,0%,0.0
Johnny,Bedford,Brutal,http://ufcstats.com/fighter-details/ffc3e6daaa6da0b7,"5' 10""",135 lbs.,"71.0""",Orthodox,21,13,1,0,4.53,50%,1.75,63%,1.83,62%,62%,0.0
Chase,Beebe,,http://ufcstats.com/fighter-details/b16a7e6a627e9789,"5' 7""",135 lbs.,"67.0""",Orthodox,24,13,1,0,2.17,38%,1.64,69%,2.49,42%,41%,0.9
Lyle,Beerbohm,Fancy Pants,http://ufcstats.com/fighter-details/babc6b5745335f18,"5' 10""",155 lbs.,--,Southpaw,24,3,0,0,1.98,55%,1.61,54%,2.10,23%,64%,0.3
Mirsad,Bektic,,http://ufcstats.com/fighter-details/cbd3e590a85b18c5,"5' 8""",145 lbs.,"70.0""",Orthodox,13,4,0,0,2.43,41%,1.80,57%,3.98,52%,92%,0.4
Diana,Belbita,The Warrior Princess,http://ufcstats.com/fighter-details/d7e40dca3ae125be,"5' 7""",125 lbs.,"68.0""",Orthodox,13,6,0,0,5.81,39%,6.49,52%,1.69,66%,64%,0.0
Alan,Belcher,The Talent,http://ufcstats.com/fighter-details/4130a743d9d22163,"6' 2""",185 lbs.,"75.0""",Orthodox,18,8,0,0,2.70,41%,3.10,59%,0.44,26%,55%,0.9
Vitor,Belfort,The Phenom,http://ufcstats.com/fighter-details/0ee783aa00e468f0,"6' 0""",185 lbs.,"74.0""",Southpaw,26,14,0,0,1.59,46%,2.83,50%,1.02,60%,53%,0.6
Danilo,Belluardo,Caterpillar,http://ufcstats.com/fighter-details/c3f6db17cea09ca7,"6' 0""",155 lbs.,"74.0""",Southpaw,12,5,0,0,1.52,61%,4.79,41%,3.50,100%,50%,0.0
Joey,Beltran,The Mexicutioner,http://ufcstats.com/fighter-details/46baf0f57edfa4df,"6' 1""",185 lbs.,"75.0""",Orthodox,17,14,0,0,4.92,36%,5.27,54%,0.48,18%,75%,0.0
Marco,Beltran,Psycho,http://ufcstats.com/fighter-details/ec71a892fada28c7,"5' 8""",125 lbs.,"69.0""",Orthodox,8,6,0,0,2.07,37%,1.93,63%,0.70,50%,46%,0.2
Joseph,Benavidez,,http://ufcstats.com/fighter-details/80eacd4da0617c57,"5' 4""",125 lbs.,"65.0""",Southpaw,28,7,0,0,3.54,34%,2.62,62%,1.48,30%,65%,0.6
Mike,Bencic,Batman,http://ufcstats.com/fighter-details/a71feb7ea7592a71,"6' 0""",215 lbs.,--,Orthodox,1,2,0,0,0.00,0%,3.32,53%,0.00,0%,0%,0.0
Dave,Beneteau,Dangerous,http://ufcstats.com/fighter-details/9fd1f08dd4aec14a,"6' 2""",250 lbs.,--,Orthodox,6,5,1,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Karla,Benitez,,http://ufcstats.com/fighter-details/6104730621ff318d,"5' 3""",113 lbs.,--,,14,11,1,0,0.00,0%,2.40,57%,0.00,0%,100%,0.0
Gabriel,Benitez,Moggly,http://ufcstats.com/fighter-details/436f970c9ea9169c,"5' 8""",155 lbs.,"71.0""",Southpaw,22,9,0,0,4.38,38%,3.26,70%,0.17,50%,56%,1.2
Charles,Bennett,Krazy Horse,http://ufcstats.com/fighter-details/8dc4f34c1f50d00d,"5' 8""",155 lbs.,--,Orthodox,30,33,2,0,1.39,39%,1.35,64%,2.02,100%,36%,2.0
Josh,Bennett,,http://ufcstats.com/fighter-details/c3ac8d0da7b05772,"6' 4""",259 lbs.,--,Orthodox,11,14,0,0,2.90,40%,5.80,43%,1.50,100%,100%,0.0
DeAnna,Bennett,The Argentine Assassin,http://ufcstats.com/fighter-details/404ecb2700844072,"5' 4""",125 lbs.,"68.0""",Orthodox,8,3,1,0,3.13,58%,3.27,58%,0.00,0%,0%,1.0
Lance,Benoist,,http://ufcstats.com/fighter-details/5431dccc09118234,"5' 11""",170 lbs.,"72.0""",Southpaw,7,2,0,0,3.68,51%,2.70,56%,1.50,33%,61%,0.0
Joe,Benoit,,http://ufcstats.com/fighter-details/a30f6d375dea5f9b,"5' 9""",170 lbs.,--,Orthodox,11,4,0,0,0.00,0%,0.00,100%,0.00,0%,0%,0.0
Ryan,Benoit,Baby Face,http://ufcstats.com/fighter-details/20999e27ddd94bda,"5' 5""",125 lbs.,"68.0""",Orthodox,10,7,0,0,2.95,41%,3.40,60%,0.33,25%,70%,0.5
Pat,Benson,,http://ufcstats.com/fighter-details/a25f3dc0df974597,"5' 9""",155 lbs.,--,,3,5,3,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Len,Bentley,,http://ufcstats.com/fighter-details/592d23aed850e652,"5' 9""",155 lbs.,--,,10,6,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Steve,Berger,The Red Nosed Pitbull,http://ufcstats.com/fighter-details/21b1132949f2a9b0,"5' 11""",170 lbs.,--,Orthodox,21,23,2,0,1.00,27%,3.26,36%,0.84,40%,16%,1.7
Kenneth,Bergh,,http://ufcstats.com/fighter-details/aa8189053b3a8994,"6' 2""",205 lbs.,"74.0""",Orthodox,8,0,0,0,4.56,75%,1.27,28%,0.00,0%,0%,0.0
Bret,Bergmark,The Angry Hick,http://ufcstats.com/fighter-details/2891c9f7b26b26fc,"5' 9""",170 lbs.,--,,6,1,1,0,2.78,52%,2.78,37%,4.17,100%,50%,4.2
Keith,Berish,Sha Bang Bang,http://ufcstats.com/fighter-details/e3779ef06e98f185,"6' 0""",205 lbs.,--,Orthodox,5,1,0,0,3.58,36%,4.81,62%,1.76,40%,0%,0.0
Dennis,Bermudez,The Menace,http://ufcstats.com/fighter-details/6f242453c91a5af0,"5' 6""",155 lbs.,"66.0""",Orthodox,17,9,0,0,4.42,46%,3.07,59%,3.89,40%,82%,1.1
Manny,Bermudez,The Bermudez Triangle,http://ufcstats.com/fighter-details/2dc1bc1a02961656,"5' 10""",145 lbs.,"71.0""",Orthodox,14,2,0,0,2.92,61%,2.68,46%,3.06,54%,0%,3.1
Talita,Bernardo,,http://ufcstats.com/fighter-details/5b2325cd70dbe2ea,"5' 4""",135 lbs.,"68.0""",Orthodox,6,4,0,0,3.12,42%,4.04,55%,1.62,22%,28%,0.5
Dave,Berry,,http://ufcstats.com/fighter-details/b3bbe88fecd6a0d2,--,--,--,,0,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Keith,Berry,,http://ufcstats.com/fighter-details/0b935b9bbbe5fc07,"6' 1""",185 lbs.,--,,15,14,1,0,0.27,12%,6.27,28%,0.00,0%,0%,0.0
Dieusel,Berto,,http://ufcstats.com/fighter-details/0db70ca89e1c7374,"5' 9""",200 lbs.,--,,0,3,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Edson,Berto,Little Tiger,http://ufcstats.com/fighter-details/66766984842c13dc,"5' 6""",155 lbs.,--,Orthodox,17,12,1,0,1.76,36%,4.62,47%,5.47,40%,0%,2.7
Allen,Berube,Monstah Lobstah,http://ufcstats.com/fighter-details/aebfb84d1f6d2d8c,"5' 8""",155 lbs.,--,Orthodox,4,3,0,0,0.92,80%,0.92,33%,6.87,100%,0%,3.4
Anton,Berzin,The Body Snatcher,http://ufcstats.com/fighter-details/8ba8e8d7eafa7267,"6' 2""",205 lbs.,--,Orthodox,5,1,0,0,4.40,46%,6.80,67%,2.00,28%,0%,1.0
Scott,Bessac,,http://ufcstats.com/fighter-details/3f24c96753dbd9f9,"6' 4""",245 lbs.,--,,4,6,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Matt,Bessette,The Mangler,http://ufcstats.com/fighter-details/0b8d512c79b4baf3,"5' 10""",145 lbs.,"70.0""",Orthodox,22,9,0,0,4.36,41%,4.45,58%,0.64,28%,61%,0.3
Khadzhi,Bestaev,Best,http://ufcstats.com/fighter-details/e05f4ce199baca91,"6' 6""",185 lbs.,"76.0""",,10,4,0,0,6.15,29%,10.00,43%,0.00,0%,0%,0.0
Fernando,Bettega,,http://ufcstats.com/fighter-details/a524710c3ef918fa,--,170 lbs.,--,,7,5,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Arjan,Bhullar,,http://ufcstats.com/fighter-details/7e511f8d842a109d,"6' 1""",245 lbs.,"75.0""",Orthodox,9,1,0,0,2.33,56%,3.25,59%,1.73,75%,100%,0.0
KB,Bhullar,The Bengal,http://ufcstats.com/fighter-details/9cd047a828dd7515,"6' 4""",185 lbs.,"78.0""",Switch,8,1,0,0,1.18,13%,10.00,37%,0.00,0%,0%,0.0
Bibulatov,Magomed,Chaborz,http://ufcstats.com/fighter-details/87f19d19f4cb73f8,"5' 5""",125 lbs.,"65.0""",Orthodox,14,2,0,0,3.60,51%,1.83,52%,2.85,40%,75%,0.0
David,Bielkheden,,http://ufcstats.com/fighter-details/1efa064872f089d0,"5' 10""",155 lbs.,"71.0""",Orthodox,24,12,0,0,1.11,57%,1.64,54%,2.65,63%,14%,0.0
Jeremiah,Billington,,http://ufcstats.com/fighter-details/b3b6e80b7d5f8f0d,"5' 9""",205 lbs.,--,Orthodox,11,2,0,0,1.60,62%,7.06,35%,0.00,0%,50%,0.0
