fight date,fight weightclass,win method,rounds,time,Winner,KD W,TD succeeded W,TD attempted W,TD % W,sub attempts W,pass W,str landed W,str total W,sig str landed W,sig str total W,sig str % W,dist str landed W,dist str total W,clinch str landed W,clinch str total W,ground str landed W,ground str total W,Loser,KD L,TD succeeded L,TD attempted L,TD % L,sub attempts L,pass L,str landed L,str total L,sig str landed L,sig str total L,sig str % L,dist str landed L,dist str total L,clinch str landed L,clinch str total L,ground str landed L,ground str total L
"June 09, 2018",Heavyweight,KO/TKO,2,3:53,Chris de la Rocha,0,0 , 1,0,3,2,30 , 58,30 , 57,52,19 , 41,11 , 16,0 , 0,Rashad Coulter,0,3 , 4,75,0,0,79 , 129,40 , 79,50,14 , 46,8 , 11,18 , 22
"June 09, 2018",Light Heavyweight,KO/TKO,1,0:53,Anthony Smith,0,0 , 1,0,0,0,2 , 7,1 , 6,16,0 , 3,1 , 3,0 , 0,Rashad Evans,1,0 , 1,0,0,0,6 , 9,6 , 9,66,2 , 4,2 , 3,2 , 2
"June 09, 2018",Flyweight,S-DEC,3,5:00,Sergio Pettis,0,2 , 14,14,0,0,86 , 216,59 , 186,31,57 , 180,2 , 6,0 , 0,Joseph Benavidez,0,0 , 0,--,2,0,87 , 183,74 , 168,44,64 , 158,9 , 9,1 , 1
"June 09, 2018",Lightweight,SUB,1,2:18,Charles Oliveira,0,0 , 1,0,0,1,9 , 25,9 , 25,36,8 , 24,1 , 1,0 , 0,Clay Guida,0,0 , 0,--,0,0,14 , 29,14 , 29,48,14 , 28,0 , 1,0 , 0
"June 09, 2018",Featherweight,KO/TKO,1,0:50,Dan Ige,0,0 , 0,--,1,0,0 , 1,0 , 1,0,0 , 1,0 , 0,0 , 0,Mike Santiago,0,1 , 1,100,0,0,29 , 32,25 , 27,92,2 , 2,2 , 3,21 , 22
"June 01, 2018",Bantamweight,KO/TKO,1,0:33,Marlon Moraes,0,0 , 0,--,0,0,0 , 3,0 , 3,0,0 , 3,0 , 0,0 , 0,Jimmie Rivera,1,0 , 0,--,0,0,7 , 9,7 , 9,77,2 , 3,0 , 0,5 , 6
"June 01, 2018",Lightweight,SUB,2,4:06,Gregor Gillespie,0,7 , 9,77,7,2,30 , 48,13 , 26,50,5 , 13,2 , 5,6 , 8,Vinc Pichel,0,0 , 0,--,0,0,35 , 51,7 , 22,31,3 , 17,4 , 5,0 , 0
"June 01, 2018",Heavyweight,KO/TKO,2,4:59,Walt Harris,1,0 , 0,--,0,0,30 , 80,29 , 79,36,18 , 66,2 , 2,9 , 11,Daniel Spitz,0,0 , 0,--,0,0,17 , 42,17 , 42,40,17 , 42,0 , 0,0 , 0
"June 01, 2018",Welterweight,KO/TKO,1,1:56,Ben Saunders,0,0 , 0,--,0,0,7 , 12,5 , 9,55,1 , 2,4 , 7,0 , 0,Jake Ellenberger,1,0 , 0,--,0,0,11 , 22,10 , 21,47,1 , 8,7 , 10,2 , 3
"June 01, 2018",Featherweight,SUB,3,2:55,Julio Arce,0,0 , 1,0,0,1,80 , 199,63 , 178,35,52 , 161,8 , 11,3 , 6,Daniel Teymur,0,0 , 2,0,0,0,39 , 105,37 , 102,36,31 , 93,6 , 9,0 , 0
"June 01, 2018",Light Heavyweight,S-DEC,3,5:00,Sam Alvey,0,0 , 0,--,0,0,50 , 133,50 , 133,37,50 , 133,0 , 0,0 , 0,Gian Villante,1,0 , 0,--,0,0,59 , 128,53 , 122,43,49 , 112,4 , 9,0 , 1
"June 01, 2018",Women's Flyweight,U-DEC,3,5:00,Sijara Eubanks,0,2 , 4,50,2,0,96 , 238,75 , 213,35,61 , 193,3 , 4,11 , 16,Lauren Murphy,0,0 , 2,0,0,0,71 , 147,49 , 125,39,39 , 115,7 , 7,3 , 3
"June 01, 2018",Lightweight,U-DEC,3,5:00,David Teymur,0,0 , 5,0,0,0,63 , 146,61 , 144,42,61 , 144,0 , 0,0 , 0,Nik Lentz,0,0 , 0,--,0,0,72 , 192,67 , 187,35,67 , 187,0 , 0,0 , 0
"June 01, 2018",Welterweight,U-DEC,3,5:00,Belal Muhammad,0,3 , 4,75,3,1,88 , 149,70 , 130,53,65 , 124,0 , 1,5 , 5,Chance Rencountre,0,0 , 3,0,0,0,16 , 123,16 , 123,13,16 , 123,0 , 0,0 , 0
"June 01, 2018",Lightweight,U-DEC,3,5:00,Desmond Green,0,0 , 0,--,0,0,77 , 191,77 , 191,40,75 , 187,2 , 4,0 , 0,Gleison Tibau,0,0 , 3,0,0,0,29 , 179,28 , 178,15,28 , 176,0 , 2,0 , 0
"June 01, 2018",Bantamweight,SUB,2,2:18,Nathaniel Wood,0,0 , 1,0,0,1,37 , 88,37 , 88,42,35 , 86,2 , 2,0 , 0,Johnny Eduardo,0,0 , 0,--,0,0,33 , 97,33 , 97,34,33 , 97,0 , 0,0 , 0
"June 01, 2018",Flyweight,KO/TKO,2,2:55,Jose Torres,0,2 , 5,40,1,0,42 , 80,31 , 69,44,15 , 53,5 , 5,11 , 11,Jarred Brooks,0,1 , 3,33,2,0,25 , 65,22 , 62,35,12 , 49,5 , 7,5 , 6
"May 27, 2018",Welterweight,U-DEC,5,5:00,Darren Till,0,0 , 1,0,0,0,31 , 127,30 , 126,23,29 , 125,1 , 1,0 , 0,Stephen Thompson,1,0 , 0,--,0,0,40 , 129,38 , 126,30,34 , 121,4 , 5,0 , 0
"May 27, 2018",Welterweight,KO/TKO,1,4:32,Neil Magny,1,0 , 2,0,0,0,40 , 53,18 , 29,62,2 , 9,3 , 3,13 , 17,Craig White,0,0 , 2,0,0,0,13 , 28,6 , 17,35,5 , 12,1 , 5,0 , 0
"May 27, 2018",Featherweight,SUB,3,2:41,Arnold Allen,0,0 , 0,--,0,1,38 , 101,29 , 90,32,29 , 88,0 , 2,0 , 0,Mads Burnell,0,6 , 12,50,6,0,70 , 120,20 , 56,35,16 , 48,1 , 1,3 , 7
"May 27, 2018",Featherweight,S-DEC,3,5:00,Makwan Amirkhani,2,0 , 1,0,3,0,64 , 124,29 , 88,32,29 , 86,0 , 2,0 , 0,Jason Knight,0,3 , 5,60,0,1,32 , 68,27 , 62,43,18 , 48,0 , 0,9 , 14
"May 27, 2018",Welterweight,SUB,1,4:31,Claudio Silva,0,1 , 3,33,1,1,25 , 51,18 , 39,46,6 , 16,3 , 4,9 , 19,Nordine Taleb,0,1 , 2,50,1,0,6 , 12,6 , 12,50,4 , 9,2 , 3,0 , 0
"May 27, 2018",Middleweight,KO/TKO,2,1:47,Darren Stewart,0,0 , 4,0,0,0,19 , 79,15 , 75,20,15 , 74,0 , 1,0 , 0,Eric Spicely,1,0 , 0,--,0,0,34 , 90,34 , 90,37,25 , 74,4 , 6,5 , 10
"May 27, 2018",Middleweight,KO/TKO,1,3:33,Tom Breese,0,0 , 0,--,0,0,6 , 28,6 , 28,21,6 , 28,0 , 0,0 , 0,Daniel Kelly,1,0 , 0,--,0,0,23 , 44,23 , 44,52,22 , 42,0 , 0,1 , 2
"May 27, 2018",Women's Bantamweight,U-DEC,3,5:00,Lina Lansberg,0,1 , 1,100,1,0,81 , 125,40 , 75,53,13 , 42,27 , 33,0 , 0,Gina Mazany,0,2 , 2,100,2,0,112 , 178,38 , 89,42,24 , 63,14 , 26,0 , 0
"May 27, 2018",Welterweight,S-DEC,3,5:00,Carlo Pedersoli Jr.,1,0 , 0,--,3,0,63 , 160,58 , 155,37,55 , 152,2 , 2,1 , 1,Brad Scott,0,3 , 4,75,0,0,68 , 181,67 , 179,37,65 , 176,0 , 0,2 , 3
"May 27, 2018",Women's Flyweight,SUB,2,2:05,Gillian Robertson,0,2 , 4,50,2,1,26 , 60,17 , 50,34,5 , 34,0 , 0,12 , 16,Molly McCann,0,0 , 0,--,0,0,10 , 33,10 , 33,30,10 , 33,0 , 0,0 , 0
"May 27, 2018",Middleweight,U-DEC,3,5:00,Elias Theodorou,0,0 , 0,--,0,0,140 , 203,77 , 138,55,23 , 53,51 , 81,3 , 4,Trevor Smith,0,3 , 11,27,3,0,82 , 123,41 , 81,50,14 , 44,24 , 32,3 , 5
"May 19, 2018",Welterweight,U-DEC,5,5:00,Kamaru Usman,0,0 , 15,0,0,0,33 , 94,27 , 87,31,25 , 85,1 , 1,1 , 1,Demian Maia,1,0 , 0,--,0,0,97 , 244,66 , 209,31,55 , 187,1 , 5,10 , 17
"May 19, 2018",Women's Strawweight,SUB,1,2:44,Tatiana Suarez,0,0 , 0,--,2,1,21 , 23,6 , 8,75,0 , 2,4 , 4,2 , 2,Alexa Grasso,0,2 , 3,66,0,0,4 , 11,2 , 9,22,1 , 8,0 , 0,1 , 1
"May 19, 2018",Light Heavyweight,KO/TKO,1,2:55,Dominick Reyes,0,0 , 0,--,0,0,10 , 26,6 , 21,28,6 , 20,0 , 1,0 , 0,Jared Cannonier,1,0 , 1,0,0,0,21 , 53,20 , 52,38,19 , 49,1 , 3,0 , 0
"May 19, 2018",Bantamweight,U-DEC,3,5:00,Guido Cannetti,0,2 , 5,40,1,1,26 , 50,22 , 46,47,8 , 31,13 , 14,1 , 1,Diego Rivas,0,1 , 3,33,2,1,44 , 75,25 , 53,47,10 , 32,7 , 12,8 , 9
"May 19, 2018",Women's Flyweight,U-DEC,3,5:00,Andrea Lee,0,1 , 1,100,3,2,42 , 100,24 , 73,32,19 , 57,4 , 6,1 , 10,Veronica Macedo,0,3 , 5,60,1,1,87 , 131,56 , 93,60,15 , 40,26 , 28,15 , 25
"May 19, 2018",Welterweight,KO/TKO,1,4:16,Vicente Luque,1,0 , 0,--,0,0,14 , 35,14 , 35,40,10 , 30,1 , 1,3 , 4,Chad Laprise,0,0 , 1,0,0,0,14 , 30,13 , 29,44,9 , 25,4 , 4,0 , 0
"May 19, 2018",Welterweight,S-DEC,3,5:00,Michel Prazeres,0,0 , 0,--,3,0,62 , 128,28 , 92,30,15 , 74,13 , 18,0 , 0,Zak Cummings,0,3 , 9,33,0,0,32 , 78,30 , 76,39,29 , 72,1 , 4,0 , 0
"May 19, 2018",Flyweight,U-DEC,3,5:00,Alexandre Pantoja,0,2 , 7,28,0,0,50 , 140,45 , 133,33,43 , 126,2 , 7,0 , 0,Brandon Moreno,0,0 , 0,--,2,0,96 , 187,79 , 168,47,69 , 154,3 , 6,7 , 8
"May 19, 2018",Women's Strawweight,KO/TKO,1,0:33,Poliana Botelho,1,0 , 0,--,0,0,9 , 13,9 , 13,69,3 , 6,0 , 0,6 , 7,Syuri Kondo,0,0 , 0,--,0,0,2 , 3,2 , 3,66,2 , 3,0 , 0,0 , 0
"May 19, 2018",Featherweight,KO/TKO,1,0:39,Gabriel Benitez,1,1 , 1,100,1,0,9 , 19,9 , 19,47,2 , 6,0 , 0,7 , 13,Humberto Bandenay,0,0 , 0,--,0,1,2 , 2,2 , 2,100,2 , 2,0 , 0,0 , 0
"May 19, 2018",Featherweight,U-DEC,3,5:00,Enrique Barzola,0,10 , 15,66,10,1,89 , 149,51 , 94,54,27 , 59,5 , 9,19 , 26,Brandon Davis,0,0 , 1,0,0,0,39 , 102,29 , 87,33,28 , 85,1 , 1,0 , 1
"May 19, 2018",Bantamweight,U-DEC,3,5:00,Frankie Saenz,0,0 , 0,--,4,0,58 , 123,44 , 104,42,40 , 98,4 , 6,0 , 0,Henry Briones,1,4 , 10,40,0,1,84 , 138,66 , 120,55,40 , 84,16 , 19,10 , 17
"May 19, 2018",Lightweight,SUB,3,2:23,Claudio Puelles,0,2 , 7,28,2,1,16 , 49,16 , 49,32,12 , 44,0 , 0,4 , 5,Felipe Silva,1,1 , 1,100,1,0,103 , 171,70 , 130,53,30 , 75,4 , 6,36 , 49
"May 12, 2018",Women's Bantamweight,KO/TKO,5,2:36,Amanda Nunes,0,3 , 4,75,3,0,152 , 288,124 , 254,48,96 , 219,15 , 19,13 , 16,Raquel Pennington,0,1 , 8,12,1,0,79 , 186,64 , 169,37,56 , 160,7 , 8,1 , 1
"May 12, 2018",Middleweight,S-DEC,3,5:00,Kelvin Gastelum,0,1 , 9,11,0,0,78 , 129,64 , 115,55,42 , 90,8 , 11,14 , 14,Jacare Souza,1,0 , 0,--,1,1,57 , 149,53 , 145,36,41 , 125,9 , 10,3 , 10
"May 12, 2018",Women's Strawweight,SUB,1,2:27,Mackenzie Dern,1,0 , 0,--,0,1,16 , 33,15 , 32,46,9 , 24,0 , 0,6 , 8,Amanda Cooper,0,0 , 0,--,0,0,6 , 25,6 , 25,24,6 , 25,0 , 0,0 , 0
"May 12, 2018",Bantamweight,KO/TKO,3,3:43,John Lineker,2,0 , 0,--,0,1,113 , 244,102 , 233,43,89 , 211,7 , 12,6 , 10,Brian Kelleher,0,1 , 6,16,1,0,58 , 147,50 , 137,36,46 , 132,3 , 4,1 , 1
"May 12, 2018",Middleweight,KO/TKO,2,1:00,Lyoto Machida,0,0 , 0,--,0,0,2 , 12,2 , 12,16,2 , 12,0 , 0,0 , 0,Vitor Belfort,1,0 , 0,--,0,0,11 , 22,11 , 22,50,11 , 22,0 , 0,0 , 0
"May 12, 2018",Middleweight,SUB,1,4:45,Cezar Ferreira,0,2 , 3,66,2,1,14 , 16,5 , 6,83,1 , 1,0 , 0,4 , 5,Karl Roberson,0,0 , 0,--,0,0,20 , 26,4 , 6,66,1 , 3,2 , 2,1 , 1
"May 12, 2018",Heavyweight,SUB,1,1:45,Aleksei Oleinik,0,0 , 3,0,0,1,10 , 17,10 , 17,58,10 , 17,0 , 0,0 , 0,Junior Albini,0,1 , 1,100,1,0,10 , 15,10 , 15,66,9 , 13,1 , 2,0 , 0
"May 12, 2018",Lightweight,SUB,1,4:15,Davi Ramos,0,1 , 1,100,1,1,13 , 21,6 , 12,50,5 , 11,0 , 0,1 , 1,Nick Hein,0,0 , 0,--,0,0,1 , 6,1 , 6,16,1 , 6,0 , 0,0 , 0
"May 12, 2018",Welterweight,KO/TKO,1,3:40,Elizeu Zaleski dos Santos,1,0 , 1,0,0,0,18 , 63,15 , 58,25,9 , 45,0 , 0,6 , 13,Sean Strickland,0,0 , 0,--,0,0,14 , 36,14 , 36,38,13 , 35,1 , 1,0 , 0
"May 12, 2018",Welterweight,KO/TKO,2,5:00,Warlley Alves,0,0 , 1,0,0,0,54 , 78,29 , 50,58,10 , 28,19 , 22,0 , 0,Sultan Aliev,0,1 , 3,33,1,0,14 , 30,12 , 28,42,7 , 21,5 , 7,0 , 0
"May 12, 2018",Middleweight,KO/TKO,3,2:10,Jack Hermansson,0,3 , 9,33,3,1,20 , 27,11 , 17,64,6 , 9,1 , 1,4 , 7,Thales Leites,0,3 , 3,100,3,3,49 , 71,35 , 56,62,14 , 30,2 , 2,19 , 24
"May 12, 2018",Welterweight,U-DEC,3,5:00,Ramazan Emeev,0,1 , 5,20,3,0,16 , 87,12 , 82,14,11 , 79,1 , 2,0 , 1,Alberto Mina,0,3 , 6,50,1,0,54 , 100,39 , 84,46,24 , 57,4 , 9,11 , 18
"May 12, 2018",Middleweight,SUB,1,4:28,Markus Perez,0,1 , 1,100,1,2,13 , 16,4 , 4,100,0 , 0,1 , 1,3 , 3,James Bochnovic,0,0 , 1,0,0,0,4 , 8,3 , 6,50,1 , 3,1 , 2,1 , 1
"April 21, 2018",Lightweight,KO/TKO,5,2:18,Kevin Lee,0,0 , 1,0,4,0,64 , 119,51 , 106,48,47 , 102,2 , 2,2 , 2,Edson Barboza,0,4 , 9,44,0,0,233 , 344,142 , 241,58,46 , 122,0 , 0,96 , 119
"April 21, 2018",Featherweight,U-DEC,3,5:00,Frankie Edgar,0,0 , 8,0,0,0,60 , 139,58 , 136,42,52 , 126,6 , 10,0 , 0,Cub Swanson,0,0 , 0,--,0,0,50 , 132,48 , 130,36,42 , 122,6 , 8,0 , 0
"April 21, 2018",Heavyweight,U-DEC,3,5:00,Justin Willis,1,1 , 2,50,1,0,118 , 153,76 , 109,69,53 , 82,6 , 7,17 , 20,Chase Sherman,0,0 , 0,--,0,0,112 , 180,69 , 137,50,53 , 120,15 , 16,1 , 1
"April 21, 2018",Middleweight,KO/TKO,1,2:30,David Branch,1,0 , 1,0,0,0,5 , 15,5 , 15,33,1 , 11,0 , 0,4 , 4,Thiago Santos,0,0 , 0,--,0,0,14 , 29,14 , 29,48,14 , 29,0 , 0,0 , 0
"April 21, 2018",Bantamweight,U-DEC,3,5:00,Aljamain Sterling,0,3 , 9,33,3,0,117 , 181,89 , 152,58,53 , 103,26 , 32,10 , 17,Brett Johns,0,1 , 5,20,1,0,56 , 119,27 , 89,30,17 , 76,10 , 13,0 , 0
"April 21, 2018",Lightweight,KO/TKO,1,3:00,Dan Hooker,0,1 , 2,50,0,0,13 , 23,10 , 20,50,8 , 17,2 , 3,0 , 0,Jim Miller,1,0 , 0,--,1,0,24 , 44,24 , 44,54,23 , 43,0 , 0,1 , 1
"April 21, 2018",Welterweight,U-DEC,3,5:00,Ryan LaFlare,0,1 , 6,16,1,0,47 , 71,24 , 48,50,17 , 38,3 , 6,4 , 4,Alex Garcia,0,5 , 7,71,5,0,21 , 66,11 , 54,20,7 , 46,3 , 7,1 , 1
"April 21, 2018",Bantamweight,KO/TKO,3,5:00,Ricky Simon,1,6 , 22,27,2,1,82 , 233,61 , 210,29,56 , 194,5 , 15,0 , 1,Merab Dvalishvili,0,2 , 7,28,6,0,38 , 108,34 , 103,33,28 , 95,5 , 7,1 , 1
"April 21, 2018",Welterweight,KO/TKO,2,2:40,Siyar Bahadurzada,1,1 , 1,100,1,0,61 , 94,33 , 64,51,24 , 52,2 , 3,7 , 9,Luan Chagas,0,0 , 1,0,0,0,31 , 58,11 , 37,29,9 , 34,1 , 1,1 , 2
"April 21, 2018",Light Heavyweight,U-DEC,3,5:00,Corey Anderson,0,12 , 13,92,12,0,99 , 162,64 , 119,53,38 , 85,16 , 22,10 , 12,Patrick Cummins,0,0 , 1,0,0,0,44 , 113,31 , 99,31,18 , 79,12 , 19,1 , 1
"April 21, 2018",Welterweight,U-DEC,3,5:00,Anthony Rocco Martin,0,0 , 0,--,0,2,65 , 142,56 , 133,42,49 , 121,4 , 9,3 , 3,Keita Nakamura,0,2 , 5,40,2,0,26 , 85,24 , 83,28,23 , 82,1 , 1,0 , 0
"April 14, 2018",Lightweight,KO/TKO,4,0:33,Dustin Poirier,0,0 , 5,0,0,0,179 , 357,174 , 351,49,162 , 338,12 , 13,0 , 0,Justin Gaethje,0,0 , 0,--,0,0,116 , 213,115 , 212,54,98 , 194,17 , 18,0 , 0
"April 14, 2018",Welterweight,SUB,2,3:17,Alex Oliveira,0,1 , 1,100,3,1,42 , 49,12 , 18,66,6 , 11,0 , 0,6 , 7,Carlos Condit,0,3 , 3,100,1,1,22 , 37,9 , 23,39,1 , 8,0 , 0,8 , 15
"April 14, 2018",Middleweight,S-DEC,3,5:00,Israel Adesanya,0,0 , 1,0,0,0,67 , 134,57 , 123,46,57 , 123,0 , 0,0 , 0,Marvin Vettori,0,2 , 6,33,2,0,60 , 169,46 , 154,29,44 , 152,2 , 2,0 , 0
"April 14, 2018",Women's Strawweight,S-DEC,3,5:00,Michelle Waterson,0,3 , 4,75,3,0,77 , 103,61 , 84,72,41 , 61,6 , 7,14 , 16,Cortney Casey,0,0 , 1,0,0,3,64 , 126,36 , 96,37,22 , 82,9 , 9,5 , 5
"April 14, 2018",Middleweight,SUB,1,4:28,Antonio Carlos Junior,0,0 , 0,--,1,1,13 , 24,7 , 18,38,7 , 18,0 , 0,0 , 0,Tim Boetsch,0,1 , 2,50,0,0,35 , 52,31 , 48,64,20 , 34,2 , 2,9 , 12
"April 14, 2018",Welterweight,KO/TKO,2,4:12,Muslim Salikhov,1,0 , 2,0,0,0,26 , 49,25 , 48,52,22 , 44,0 , 1,3 , 3,Ricky Rainey,0,0 , 1,0,0,0,21 , 46,19 , 44,43,15 , 34,4 , 10,0 , 0
"April 14, 2018",Flyweight,U-DEC,3,5:00,John Moraga,0,8 , 16,50,0,1,61 , 127,12 , 61,19,12 , 61,0 , 0,0 , 0,Wilson Reis,0,0 , 0,--,8,0,69 , 116,46 , 91,50,34 , 76,6 , 7,6 , 8
"April 14, 2018",Middleweight,KO/TKO,3,2:16,Brad Tavares,0,0 , 3,0,0,0,40 , 90,24 , 74,32,13 , 55,11 , 19,0 , 0,Krzysztof Jotko,1,0 , 1,0,0,0,62 , 115,46 , 96,47,33 , 76,7 , 10,6 , 10
"April 14, 2018",Lightweight,KO/TKO,2,0:59,Gilbert Burns,1,2 , 2,100,2,0,39 , 74,31 , 65,47,28 , 57,1 , 2,2 , 6,Dan Moret,0,0 , 0,--,0,0,20 , 58,20 , 58,34,19 , 57,1 , 1,0 , 0
"April 14, 2018",Women's Flyweight,U-DEC,3,5:00,Lauren Mueller,0,1 , 4,25,2,0,74 , 213,68 , 206,33,62 , 198,6 , 8,0 , 0,Shana Dobson,0,2 , 2,100,1,0,70 , 171,58 , 156,37,54 , 147,4 , 7,0 , 2
"April 14, 2018",Welterweight,U-DEC,3,5:00,Yushin Okami,0,0 , 0,--,6,0,17 , 31,11 , 24,45,6 , 19,3 , 3,2 , 2,Dhiego Lima,0,6 , 13,46,0,0,57 , 66,15 , 19,78,2 , 3,0 , 0,13 , 16
"April 14, 2018",Heavyweight,SUB,2,1:59,Adam Wieczorek,0,2 , 3,66,0,1,42 , 60,9 , 18,50,5 , 11,1 , 1,3 , 6,Arjan Bhullar,0,0 , 0,--,2,0,14 , 28,13 , 27,48,10 , 22,1 , 1,2 , 4
"April 14, 2018",Bantamweight,KO/TKO,2,3:42,Alejandro Perez,0,3 , 7,42,0,0,32 , 47,22 , 36,61,19 , 33,1 , 1,2 , 2,Matthew Lopez,0,0 , 1,0,3,2,81 , 142,44 , 100,44,39 , 92,5 , 8,0 , 0
"April 14, 2018",Bantamweight,U-DEC,3,5:00,Luke Sanders,1,0 , 0,--,0,0,62 , 143,59 , 140,42,44 , 119,13 , 19,2 , 2,Patrick Williams,0,1 , 5,20,1,0,68 , 117,61 , 109,55,53 , 94,8 , 15,0 , 0
"April 07, 2018",Lightweight,U-DEC,5,5:00,Khabib Nurmagomedov,0,6 , 15,40,6,1,172 , 352,134 , 304,44,100 , 255,0 , 0,34 , 49,Al Iaquinta,0,0 , 1,0,0,0,43 , 143,41 , 141,29,41 , 141,0 , 0,0 , 0
"April 07, 2018",Women's Strawweight,U-DEC,5,5:00,Rose Namajunas,0,1 , 2,50,1,0,108 , 304,105 , 301,34,105 , 301,0 , 0,0 , 0,Joanna Jedrzejczyk,0,0 , 0,--,0,0,160 , 372,145 , 356,40,135 , 342,10 , 14,0 , 0
"April 07, 2018",Featherweight,U-DEC,3,5:00,Renato Moicano,0,0 , 0,--,0,0,117 , 207,116 , 206,56,115 , 205,1 , 1,0 , 0,Calvin Kattar,0,0 , 2,0,0,0,41 , 140,41 , 140,29,41 , 140,0 , 0,0 , 0
"April 07, 2018",Featherweight,U-DEC,3,5:00,Zabit Magomedsharipov,0,5 , 11,45,5,0,114 , 237,97 , 217,44,89 , 207,1 , 2,7 , 8,Kyle Bochniak,0,0 , 2,0,0,0,44 , 164,43 , 163,26,42 , 162,1 , 1,0 , 0
"April 07, 2018",Lightweight,KO/TKO,2,5:00,Chris Gruetzemacher,0,0 , 2,0,0,0,49 , 138,48 , 137,35,35 , 113,11 , 22,2 , 2,Joe Lauzon,0,0 , 0,--,0,0,135 , 203,128 , 196,65,68 , 118,51 , 65,9 , 13
"April 07, 2018",Women's Strawweight,S-DEC,3,5:00,Karolina Kowalkiewicz,0,0 , 3,0,0,0,140 , 262,126 , 248,50,80 , 192,43 , 53,3 , 3,Felice Herrig,0,0 , 5,0,0,0,97 , 228,86 , 216,39,62 , 178,24 , 38,0 , 0
"April 07, 2018",Lightweight,KO/TKO,1,0:53,Olivier Aubin-Mercier,0,0 , 0,--,0,0,4 , 14,4 , 14,28,3 , 13,1 , 1,0 , 0,Evan Dunham,1,0 , 0,--,0,0,13 , 18,13 , 18,72,3 , 5,8 , 9,2 , 4
"April 07, 2018",Women's Flyweight,U-DEC,3,5:00,Ashlee Evans-Smith,0,0 , 0,--,1,0,89 , 196,88 , 195,45,82 , 188,6 , 7,0 , 0,Bec Rawlings,0,1 , 4,25,0,0,121 , 337,116 , 331,35,101 , 305,14 , 25,1 , 1
"April 07, 2018",Light Heavyweight,U-DEC,3,5:00,Devin Clark,0,7 , 11,63,7,0,167 , 200,50 , 64,78,17 , 24,19 , 24,14 , 16,Mike Rodriguez,0,0 , 0,--,0,0,66 , 95,40 , 66,60,11 , 35,27 , 29,2 , 2
"March 17, 2018",Heavyweight,KO/TKO,4,1:38,Alexander Volkov,0,3 , 9,33,2,0,83 , 130,48 , 88,54,22 , 41,1 , 2,25 , 45,Fabricio Werdum,1,2 , 2,100,3,0,96 , 144,48 , 90,53,32 , 71,3 , 5,13 , 14
"March 17, 2018",Light Heavyweight,U-DEC,3,5:00,Jan Blachowicz,0,0 , 2,0,1,0,37 , 110,37 , 110,33,32 , 104,5 , 6,0 , 0,Jimi Manuwa,1,1 , 6,16,0,0,124 , 219,97 , 191,50,88 , 178,8 , 12,1 , 1
"March 17, 2018",Bantamweight,U-DEC,3,5:00,Tom Duquesnoy,0,0 , 3,0,0,0,70 , 156,67 , 153,43,66 , 150,1 , 3,0 , 0,Terrion Ware,0,2 , 6,33,2,0,108 , 295,85 , 267,31,71 , 248,6 , 10,8 , 9
"March 17, 2018",Welterweight,KO/TKO,3,4:59,Leon Edwards,1,1 , 2,50,1,0,71 , 117,42 , 86,48,16 , 50,1 , 1,25 , 35,Peter Sobotta,0,1 , 4,25,1,0,57 , 90,16 , 43,37,15 , 42,1 , 1,0 , 0
"March 17, 2018",Middleweight,SUB,1,3:58,Charles Byrd,0,0 , 0,--,1,1,1 , 2,0 , 1,0,0 , 1,0 , 0,0 , 0,John Phillips,0,1 , 1,100,0,0,34 , 41,11 , 14,78,0 , 1,0 , 0,11 , 13
"March 17, 2018",Welterweight,KO/TKO,1,2:12,Danny Roberts,1,0 , 0,--,0,0,4 , 10,4 , 10,40,3 , 8,0 , 1,1 , 1,Oliver Enkamp,0,0 , 1,0,0,0,8 , 14,7 , 12,58,5 , 10,2 , 2,0 , 0
"March 17, 2018",Featherweight,SUB,1,0:39,Danny Henry,1,0 , 0,--,0,1,2 , 5,2 , 5,40,2 , 4,0 , 0,0 , 1,Hakeem Dawodu,0,0 , 0,--,0,0,3 , 3,3 , 3,100,3 , 3,0 , 0,0 , 0
"March 17, 2018",Light Heavyweight,SUB,3,4:59,Paul Craig,0,2 , 7,28,2,1,34 , 70,18 , 50,36,12 , 41,6 , 7,0 , 2,Magomed Ankalaev,0,0 , 0,--,0,0,89 , 129,59 , 96,61,20 , 44,8 , 11,31 , 41
"March 17, 2018",Lightweight,S-DEC,3,5:00,Kajan Johnson,0,3 , 4,75,2,0,37 , 78,24 , 62,38,16 , 51,1 , 2,7 , 9,Stevie Ray,0,2 , 4,50,3,1,37 , 58,33 , 54,61,24 , 42,0 , 1,9 , 11
"March 17, 2018",Heavyweight,SUB,2,4:29,Dmitry Sosnovskiy,0,0 , 1,0,2,2,73 , 91,24 , 37,64,7 , 17,3 , 4,14 , 16,Mark Godbeer,0,2 , 3,66,0,0,53 , 71,28 , 40,70,10 , 18,5 , 8,13 , 14
"March 03, 2018",Women's Featherweight,KO/TKO,1,3:25,Cristiane Justino,0,1 , 1,100,1,0,42 , 54,33 , 43,76,10 , 13,8 , 8,15 , 22,Yana Kunitskaya,0,1 , 4,25,1,0,17 , 24,5 , 11,45,3 , 9,1 , 1,1 , 1
"March 03, 2018",Featherweight,KO/TKO,1,4:44,Brian Ortega,0,0 , 1,0,0,0,27 , 77,27 , 77,35,27 , 76,0 , 1,0 , 0,Frankie Edgar,1,0 , 0,--,0,0,25 , 77,25 , 76,32,17 , 66,6 , 8,2 , 2
